timestamp,datapath_id,flow_id,ip_src,tp_src,ip_dst,tp_dst,ip_proto,icmp_code,icmp_type,flow_duration_sec,flow_duration_nsec,idle_timeout,hard_timeout,flags,packet_count,byte_count,packet_count_per_second,packet_count_per_nsecond,byte_count_per_second,byte_count_per_nsecond,label
1679206271.151432,2,10.0.0.85554410.0.0.150506,10.0.0.8,55544,10.0.0.1,5050,6,0,8,23,759000000,20,100,0,1076291,61938791222,46795.260869565216,0.0014180382081686429,2692990922.695652,81.60578553623188,0
1679206271.151432,2,10.0.0.85690410.0.0.1806,10.0.0.8,56904,10.0.0.1,80,6,0,8,3,648000000,20,100,0,1777,118408,592.3333333333334,2.742283950617284e-06,39469.333333333336,0.0001827283950617284,0
1679206271.151432,2,10.0.0.84296410.0.0.1505117,10.0.0.8,42964,10.0.0.1,5051,17,0,8,13,713000000,20,100,0,893,1350216,68.6923076923077,1.252454417952314e-06,103862.76923076923,0.0018937110799438991,0
1679206271.151432,2,10.0.0.84296410.0.0.450511,10.0.0.8,42964,10.0.0.4,5051,1,0,0,3,370000000,20,100,0,2,196,0.6666666666666666,5.405405405405406e-09,65.33333333333333,5.297297297297297e-07,0
1679206271.1516,4,10.0.0.1010.0.0.1501,10.0.0.1,0,10.0.0.15,0,1,0,8,64,253000000,20,100,0,63,6174,0.984375,2.490118577075099e-07,96.46875,2.4403162055335968e-05,0
1679206271.1516,4,10.0.0.12010.0.0.801,10.0.0.12,0,10.0.0.8,0,1,0,0,23,761000000,20,100,0,22,2156,0.9565217391304348,2.8909329829172143e-08,93.73913043478261,2.8331143232588698e-06,0
1679206271.1516,4,10.0.0.15010.0.0.101,10.0.0.15,0,10.0.0.1,0,1,0,0,64,251000000,20,100,0,63,6174,0.984375,2.5099601593625496e-07,96.46875,2.4597609561752987e-05,0
1679206271.1516,4,10.0.0.8010.0.0.1201,10.0.0.8,0,10.0.0.12,0,1,0,8,23,762000000,20,100,0,22,2156,0.9565217391304348,2.8871391076115486e-08,93.73913043478261,2.8293963254593177e-06,0
1679206271.152667,1,10.0.0.1010.0.0.1501,10.0.0.1,0,10.0.0.15,0,1,0,8,64,255000000,20,100,0,63,6174,0.984375,2.4705882352941175e-07,96.46875,2.4211764705882353e-05,0
1679206271.152667,1,10.0.0.1010.0.0.201,10.0.0.1,0,10.0.0.2,0,1,0,0,44,37000000,20,100,0,43,4214,0.9772727272727273,1.1621621621621622e-06,95.77272727272727,0.0001138918918918919,0
1679206271.152667,1,10.0.0.1505010.0.0.4368986,10.0.0.1,5050,10.0.0.4,36898,6,0,0,3,402000000,20,100,0,57530,3797588,19176.666666666668,0.00014310945273631842,1265862.6666666667,0.00944673631840796,0
1679206271.152667,1,10.0.0.18010.0.0.8569046,10.0.0.1,80,10.0.0.8,56904,6,0,0,3,645000000,20,100,0,3023,60447816,1007.6666666666666,4.686821705426357e-06,20149272.0,0.09371754418604651,0
1679206271.152667,1,10.0.0.1505010.0.0.8555446,10.0.0.1,5050,10.0.0.8,55544,6,0,0,23,757000000,20,100,0,224391,14810946,9756.130434782608,0.0002964214002642008,643954.1739130435,0.019565318361955086,0
1679206271.152667,1,10.0.0.18010.0.0.8569026,10.0.0.1,80,10.0.0.8,56902,6,0,0,3,656000000,20,100,0,4,584,1.3333333333333333,6.097560975609756e-09,194.66666666666666,8.902439024390244e-07,0
1679206271.152667,1,10.0.0.1505110.0.0.84296417,10.0.0.1,5051,10.0.0.8,42964,17,0,0,3,683000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1679206271.152667,1,10.0.0.15505110.0.0.1429641,10.0.0.15,5051,10.0.0.1,42964,1,0,0,64,249000000,20,100,0,63,6174,0.984375,2.5301204819277107e-07,96.46875,2.4795180722891566e-05,0
1679206271.152667,1,10.0.0.2505110.0.0.1429641,10.0.0.2,5051,10.0.0.1,42964,1,0,8,44,39000000,20,100,0,43,4214,0.9772727272727273,1.1025641025641026e-06,95.77272727272727,0.00010805128205128206,0
1679206271.152667,1,10.0.0.43689810.0.0.150506,10.0.0.4,36898,10.0.0.1,5050,6,0,8,3,403000000,20,100,0,267343,15299209110,89114.33333333333,0.0006633821339950372,5099736370.0,37.96329803970223,0
1679206271.152667,1,10.0.0.85690210.0.0.1806,10.0.0.8,56902,10.0.0.1,80,6,0,8,3,657000000,20,100,0,4,380,1.3333333333333333,6.0882800608828005e-09,126.66666666666667,5.78386605783866e-07,0
1679206271.152667,1,10.0.0.85554410.0.0.150506,10.0.0.8,55544,10.0.0.1,5050,6,0,8,23,758000000,20,100,0,1076298,61938791684,46795.565217391304,0.0014199182058047494,2692990942.7826085,81.7134454934037,0
1679206271.152667,1,10.0.0.85690410.0.0.1806,10.0.0.8,56904,10.0.0.1,80,6,0,8,3,646000000,20,100,0,1777,118408,592.3333333333334,2.7507739938080495e-06,39469.333333333336,0.0001832941176470588,0
1679206271.152667,1,10.0.0.84296410.0.0.1505117,10.0.0.8,42964,10.0.0.1,5051,17,0,8,13,711000000,20,100,0,893,1350216,68.6923076923077,1.2559774964838257e-06,103862.76923076923,0.0018990379746835443,0
1679206281.151841,4,10.0.0.1010.0.0.1501,10.0.0.1,0,10.0.0.15,0,1,0,8,74,256000000,20,100,0,73,7154,0.9864864864864865,2.8515625e-07,96.67567567567568,2.79453125e-05,0
1679206281.151841,4,10.0.0.12010.0.0.801,10.0.0.12,0,10.0.0.8,0,1,0,0,33,764000000,20,100,0,32,3136,0.9696969696969697,4.1884816753926704e-08,95.03030303030303,4.104712041884816e-06,0
1679206281.151841,4,10.0.0.15010.0.0.101,10.0.0.15,0,10.0.0.1,0,1,0,0,74,254000000,20,100,0,73,7154,0.9864864864864865,2.874015748031496e-07,96.67567567567568,2.816535433070866e-05,0
1679206281.151841,4,10.0.0.8010.0.0.1201,10.0.0.8,0,10.0.0.12,0,1,0,8,33,765000000,20,100,0,32,3136,0.9696969696969697,4.1830065359477126e-08,95.03030303030303,4.0993464052287586e-06,0
1679206281.155736,1,10.0.0.1010.0.0.1501,10.0.0.1,0,10.0.0.15,0,1,0,8,74,258000000,20,100,0,73,7154,0.9864864864864865,2.8294573643410853e-07,96.67567567567568,2.7728682170542635e-05,0
1679206281.155736,1,10.0.0.1010.0.0.201,10.0.0.1,0,10.0.0.2,0,1,0,0,54,40000000,20,100,0,53,5194,0.9814814814814815,1.325e-06,96.18518518518519,0.00012985,0
1679206281.155736,1,10.0.0.1505010.0.0.4368986,10.0.0.1,5050,10.0.0.4,36898,6,0,0,13,405000000,20,100,0,231464,15277232,17804.923076923078,0.000571516049382716,1175171.6923076923,0.03772156049382716,0
1679206281.155736,1,10.0.0.18010.0.0.8569046,10.0.0.1,80,10.0.0.8,56904,6,0,0,13,648000000,20,100,0,3023,60447816,232.53846153846155,4.665123456790123e-06,4649832.0,0.09328366666666667,0
1679206281.155736,1,10.0.0.18010.0.0.8569026,10.0.0.1,80,10.0.0.8,56902,6,0,0,13,659000000,20,100,0,4,584,0.3076923076923077,6.069802731411229e-09,44.92307692307692,8.861911987860394e-07,0
1679206281.155736,1,10.0.0.1505110.0.0.84296417,10.0.0.1,5051,10.0.0.8,42964,17,0,0,13,686000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1679206281.155736,1,10.0.0.15505110.0.0.1429641,10.0.0.15,5051,10.0.0.1,42964,1,0,0,74,252000000,20,100,0,73,7154,0.9864864864864865,2.8968253968253966e-07,96.67567567567568,2.838888888888889e-05,0
1679206281.155736,1,10.0.0.2505110.0.0.1429641,10.0.0.2,5051,10.0.0.1,42964,1,0,8,54,42000000,20,100,0,53,5194,0.9814814814814815,1.261904761904762e-06,96.18518518518519,0.00012366666666666667,0
1679206281.155736,1,10.0.0.43689810.0.0.150506,10.0.0.4,36898,10.0.0.1,5050,6,0,8,13,406000000,20,100,0,1092262,62795830204,84020.15384615384,0.0026903004926108376,4830448477.230769,154.6695325221675,0
1679206281.155736,1,10.0.0.44243510.0.0.1505117,10.0.0.4,42435,10.0.0.1,5051,17,0,8,3,372000000,20,100,0,224,338688,74.66666666666667,6.021505376344086e-07,112896.0,0.0009104516129032258,0
1679206281.155736,1,10.0.0.85690210.0.0.1806,10.0.0.8,56902,10.0.0.1,80,6,0,8,13,660000000,20,100,0,4,380,0.3076923076923077,6.060606060606061e-09,29.23076923076923,5.757575757575758e-07,0
1679206281.155736,1,10.0.0.85690410.0.0.1806,10.0.0.8,56904,10.0.0.1,80,6,0,8,13,649000000,20,100,0,1777,118408,136.69230769230768,2.7380585516178735e-06,9108.307692307691,0.0001824468412942989,0
1679206281.155736,1,10.0.0.84296410.0.0.1505117,10.0.0.8,42964,10.0.0.1,5051,17,0,8,23,714000000,20,100,0,893,1350216,38.82608695652174,1.2507002801120448e-06,58705.04347826087,0.0018910588235294117,0
1679206281.155934,5,10.0.0.1010.0.0.1501,10.0.0.1,0,10.0.0.15,0,1,0,8,74,255000000,20,100,0,73,7154,0.9864864864864865,2.8627450980392154e-07,96.67567567567568,2.8054901960784313e-05,0
1679206281.155934,5,10.0.0.15010.0.0.101,10.0.0.15,0,10.0.0.1,0,1,0,0,74,254000000,20,100,0,73,7154,0.9864864864864865,2.874015748031496e-07,96.67567567567568,2.816535433070866e-05,0
1679206281.155978,2,10.0.0.1010.0.0.1501,10.0.0.1,0,10.0.0.15,0,1,0,8,74,257000000,20,100,0,73,7154,0.9864864864864865,2.840466926070039e-07,96.67567567567568,2.7836575875486382e-05,0
1679206281.155978,2,10.0.0.1505010.0.0.4368986,10.0.0.1,5050,10.0.0.4,36898,6,0,8,13,404000000,20,100,0,232343,15335246,17872.53846153846,0.0005751064356435643,1179634.3076923077,0.0379585297029703,0
1679206281.155978,2,10.0.0.18010.0.0.8569046,10.0.0.1,80,10.0.0.8,56904,6,0,8,13,646000000,20,100,0,3023,60447816,232.53846153846155,4.679566563467492e-06,4649832.0,0.0935724705882353,0
1679206281.155978,2,10.0.0.18010.0.0.8569026,10.0.0.1,80,10.0.0.8,56902,6,0,8,13,657000000,20,100,0,4,584,0.3076923076923077,6.0882800608828005e-09,44.92307692307692,8.888888888888889e-07,0
1679206281.155978,2,10.0.0.1505110.0.0.84296417,10.0.0.1,5051,10.0.0.8,42964,17,0,8,13,684000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1679206281.155978,2,10.0.0.15505110.0.0.1429641,10.0.0.15,5051,10.0.0.1,42964,1,0,0,74,252000000,20,100,0,73,7154,0.9864864864864865,2.8968253968253966e-07,96.67567567567568,2.838888888888889e-05,0
1679206281.155978,2,10.0.0.43689810.0.0.150506,10.0.0.4,36898,10.0.0.1,5050,6,0,0,13,407000000,20,100,0,1092262,62795830204,84020.15384615384,0.0026836904176904177,4830448477.230769,154.2895091007371,0
1679206281.155978,2,10.0.0.44243510.0.0.1505117,10.0.0.4,42435,10.0.0.1,5051,17,0,0,3,373000000,20,100,0,224,338688,74.66666666666667,6.005361930294906e-07,112896.0,0.0009080107238605899,0
1679206281.155978,2,10.0.0.44243510.0.0.850511,10.0.0.4,42435,10.0.0.8,5051,1,0,8,13,407000000,20,100,0,12,1176,0.9230769230769231,2.9484029484029484e-08,90.46153846153847,2.8894348894348896e-06,0
1679206281.155978,2,10.0.0.85690210.0.0.1806,10.0.0.8,56902,10.0.0.1,80,6,0,8,13,661000000,20,100,0,4,380,0.3076923076923077,6.05143721633888e-09,29.23076923076923,5.748865355521937e-07,0
1679206281.155978,2,10.0.0.85690410.0.0.1806,10.0.0.8,56904,10.0.0.1,80,6,0,8,13,651000000,20,100,0,1777,118408,136.69230769230768,2.7296466973886327e-06,9108.307692307691,0.0001818863287250384,0
1679206281.155978,2,10.0.0.84296410.0.0.1505117,10.0.0.8,42964,10.0.0.1,5051,17,0,8,23,716000000,20,100,0,893,1350216,38.82608695652174,1.2472067039106146e-06,58705.04347826087,0.0018857765363128492,0
1679206281.155978,2,10.0.0.84296410.0.0.450511,10.0.0.8,42964,10.0.0.4,5051,1,0,0,13,373000000,20,100,0,12,1176,0.9230769230769231,3.2171581769436994e-08,90.46153846153847,3.1528150134048257e-06,0
1679206281.156137,3,10.0.0.1010.0.0.1501,10.0.0.1,0,10.0.0.15,0,1,0,8,74,257000000,20,100,0,73,7154,0.9864864864864865,2.840466926070039e-07,96.67567567567568,2.7836575875486382e-05,0
1679206281.156137,3,10.0.0.18010.0.0.8569046,10.0.0.1,80,10.0.0.8,56904,6,0,8,13,645000000,20,100,0,3023,60447816,232.53846153846155,4.686821705426357e-06,4649832.0,0.09371754418604651,0
1679206281.156137,3,10.0.0.18010.0.0.8569026,10.0.0.1,80,10.0.0.8,56902,6,0,8,13,656000000,20,100,0,4,584,0.3076923076923077,6.097560975609756e-09,44.92307692307692,8.902439024390244e-07,0
1679206281.156137,3,10.0.0.1505110.0.0.84296417,10.0.0.1,5051,10.0.0.8,42964,17,0,8,13,683000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1679206281.156137,3,10.0.0.12505110.0.0.8429641,10.0.0.12,5051,10.0.0.8,42964,1,0,0,33,763000000,20,100,0,32,3136,0.9696969696969697,4.1939711664482307e-08,95.03030303030303,4.110091743119266e-06,0
1679206281.156137,3,10.0.0.15505110.0.0.1429641,10.0.0.15,5051,10.0.0.1,42964,1,0,0,74,253000000,20,100,0,73,7154,0.9864864864864865,2.885375494071146e-07,96.67567567567568,2.8276679841897233e-05,0
1679206281.156137,3,10.0.0.4505110.0.0.8429641,10.0.0.4,5051,10.0.0.8,42964,1,0,8,13,406000000,20,100,0,12,1176,0.9230769230769231,2.9556650246305417e-08,90.46153846153847,2.896551724137931e-06,0
1679206281.156137,3,10.0.0.85690210.0.0.1806,10.0.0.8,56902,10.0.0.1,80,6,0,8,13,663000000,20,100,0,4,380,0.3076923076923077,6.033182503770739e-09,29.23076923076923,5.731523378582202e-07,0
1679206281.156137,3,10.0.0.85690410.0.0.1806,10.0.0.8,56904,10.0.0.1,80,6,0,8,13,652000000,20,100,0,1777,118408,136.69230769230768,2.7254601226993866e-06,9108.307692307691,0.00018160736196319019,0
1679206281.156137,3,10.0.0.84296410.0.0.1505117,10.0.0.8,42964,10.0.0.1,5051,17,0,8,23,717000000,20,100,0,893,1350216,38.82608695652174,1.2454672245467224e-06,58705.04347826087,0.0018831464435146443,0
1679206281.156137,3,10.0.0.84296410.0.0.1250511,10.0.0.8,42964,10.0.0.12,5051,1,0,8,33,766000000,20,100,0,32,3136,0.9696969696969697,4.177545691906005e-08,95.03030303030303,4.093994778067885e-06,0
1679206281.156137,3,10.0.0.84296410.0.0.450511,10.0.0.8,42964,10.0.0.4,5051,1,0,0,13,405000000,20,100,0,12,1176,0.9230769230769231,2.962962962962963e-08,90.46153846153847,2.9037037037037038e-06,0
1679206291.154584,4,10.0.0.1010.0.0.1501,10.0.0.1,0,10.0.0.15,0,1,0,8,84,258000000,20,100,0,83,8134,0.9880952380952381,3.2170542635658914e-07,96.83333333333333,3.152713178294574e-05,0
1679206291.154584,4,10.0.0.12010.0.0.801,10.0.0.12,0,10.0.0.8,0,1,0,0,43,766000000,20,100,0,42,4116,0.9767441860465116,5.483028720626632e-08,95.72093023255815,5.373368146214099e-06,0
1679206291.154584,4,10.0.0.13010.0.0.901,10.0.0.13,0,10.0.0.9,0,1,0,0,3,124000000,20,100,0,2,196,0.6666666666666666,1.6129032258064518e-08,65.33333333333333,1.5806451612903226e-06,0
1679206291.154584,4,10.0.0.15010.0.0.101,10.0.0.15,0,10.0.0.1,0,1,0,0,84,256000000,20,100,0,83,8134,0.9880952380952381,3.2421875e-07,96.83333333333333,3.17734375e-05,0
1679206291.154584,4,10.0.0.8010.0.0.1201,10.0.0.8,0,10.0.0.12,0,1,0,8,43,767000000,20,100,0,42,4116,0.9767441860465116,5.4758800521512385e-08,95.72093023255815,5.366362451108214e-06,0
1679206291.154584,4,10.0.0.9010.0.0.1301,10.0.0.9,0,10.0.0.13,0,1,0,8,3,139000000,20,100,0,2,196,0.6666666666666666,1.4388489208633094e-08,65.33333333333333,1.4100719424460432e-06,0
1679206291.154943,3,10.0.0.1010.0.0.1501,10.0.0.1,0,10.0.0.15,0,1,0,8,84,259000000,20,100,0,83,8134,0.9880952380952381,3.204633204633205e-07,96.83333333333333,3.140540540540541e-05,0
1679206291.154943,3,10.0.0.1505010.0.0.9422926,10.0.0.1,5050,10.0.0.9,42292,6,0,8,3,122000000,20,100,0,52198,3446080,17399.333333333332,0.00042785245901639347,1148693.3333333333,0.02824655737704918,0
1679206291.154943,3,10.0.0.12505010.0.0.8422921,10.0.0.12,5050,10.0.0.8,42292,1,0,0,43,765000000,20,100,0,42,4116,0.9767441860465116,5.490196078431372e-08,95.72093023255815,5.3803921568627455e-06,0
1679206291.154943,3,10.0.0.13505010.0.0.9422921,10.0.0.13,5050,10.0.0.9,42292,1,0,0,3,123000000,20,100,0,2,196,0.6666666666666666,1.6260162601626016e-08,65.33333333333333,1.5934959349593497e-06,0
1679206291.154943,3,10.0.0.15505010.0.0.1422921,10.0.0.15,5050,10.0.0.1,42292,1,0,0,84,255000000,20,100,0,83,8134,0.9880952380952381,3.254901960784314e-07,96.83333333333333,3.189803921568627e-05,0
1679206291.154943,3,10.0.0.4505010.0.0.8422921,10.0.0.4,5050,10.0.0.8,42292,1,0,8,23,408000000,20,100,0,22,2156,0.9565217391304348,5.392156862745098e-08,93.73913043478261,5.284313725490196e-06,0
1679206291.154943,3,10.0.0.8505010.0.0.12422921,10.0.0.8,5050,10.0.0.12,42292,1,0,8,43,768000000,20,100,0,42,4116,0.9767441860465116,5.46875e-08,95.72093023255815,5.359375e-06,0
1679206291.154943,3,10.0.0.8505010.0.0.4422921,10.0.0.8,5050,10.0.0.4,42292,1,0,0,23,407000000,20,100,0,22,2156,0.9565217391304348,5.4054054054054056e-08,93.73913043478261,5.2972972972972975e-06,0
1679206291.154943,3,10.0.0.94229210.0.0.150506,10.0.0.9,42292,10.0.0.1,5050,6,0,0,3,127000000,20,100,0,238839,13621741590,79613.0,0.0018806220472440945,4540580530.0,107.2578077952756,0
1679206291.154943,3,10.0.0.94229210.0.0.1350501,10.0.0.9,42292,10.0.0.13,5050,1,0,8,3,140000000,20,100,0,2,196,0.6666666666666666,1.4285714285714286e-08,65.33333333333333,1.4e-06,0
1679206291.160056,2,10.0.0.1010.0.0.1501,10.0.0.1,0,10.0.0.15,0,1,0,8,84,259000000,20,100,0,83,8134,0.9880952380952381,3.204633204633205e-07,96.83333333333333,3.140540540540541e-05,0
1679206291.160056,2,10.0.0.1505010.0.0.4368986,10.0.0.1,5050,10.0.0.4,36898,6,0,8,23,406000000,20,100,0,232343,15335246,10101.869565217392,0.0005722733990147783,666749.8260869565,0.03777154187192118,0
1679206291.160056,2,10.0.0.18010.0.0.4390366,10.0.0.1,80,10.0.0.4,39036,6,0,8,3,307000000,20,100,0,1216,60290906,405.3333333333333,3.960912052117264e-06,20096968.666666668,0.19638731596091205,0
1679206291.160056,2,10.0.0.18010.0.0.4390346,10.0.0.1,80,10.0.0.4,39034,6,0,8,3,315000000,20,100,0,11,1046,3.6666666666666665,3.4920634920634924e-08,348.6666666666667,3.3206349206349207e-06,0
1679206291.160056,2,10.0.0.1505110.0.0.44243517,10.0.0.1,5051,10.0.0.4,42435,17,0,8,3,341000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1679206291.160056,2,10.0.0.1505010.0.0.9422926,10.0.0.1,5050,10.0.0.9,42292,6,0,8,3,123000000,20,100,0,50834,3356056,16944.666666666668,0.00041328455284552845,1118685.3333333333,0.0272850081300813,0
1679206291.160056,2,10.0.0.15505010.0.0.1422921,10.0.0.15,5050,10.0.0.1,42292,1,0,0,84,254000000,20,100,0,83,8134,0.9880952380952381,3.2677165354330707e-07,96.83333333333333,3.202362204724409e-05,0
1679206291.160056,2,10.0.0.43903610.0.0.1806,10.0.0.4,39036,10.0.0.1,80,6,0,0,3,310000000,20,100,0,398,26382,132.66666666666666,1.2838709677419356e-06,8794.0,8.510322580645161e-05,0
1679206291.160056,2,10.0.0.43903410.0.0.1806,10.0.0.4,39034,10.0.0.1,80,6,0,0,3,319000000,20,100,0,11,842,3.6666666666666665,3.448275862068966e-08,280.6666666666667,2.639498432601881e-06,0
1679206291.160056,2,10.0.0.43689810.0.0.150506,10.0.0.4,36898,10.0.0.1,5050,6,0,0,23,409000000,20,100,0,1092262,62795830204,47489.65217391304,0.002670567237163814,2730253487.130435,153.53503717359413,0
1679206291.160056,2,10.0.0.44243510.0.0.1505117,10.0.0.4,42435,10.0.0.1,5051,17,0,0,13,375000000,20,100,0,893,1350216,68.6923076923077,2.3813333333333334e-06,103862.76923076923,0.003600576,0
1679206291.160056,2,10.0.0.44243510.0.0.850511,10.0.0.4,42435,10.0.0.8,5051,1,0,8,23,409000000,20,100,0,22,2156,0.9565217391304348,5.3789731051344746e-08,93.73913043478261,5.271393643031785e-06,0
1679206291.160056,2,10.0.0.84243510.0.0.450511,10.0.0.8,42435,10.0.0.4,5051,1,0,0,23,375000000,20,100,0,22,2156,0.9565217391304348,5.866666666666667e-08,93.73913043478261,5.7493333333333336e-06,0
1679206291.160056,2,10.0.0.94229210.0.0.150506,10.0.0.9,42292,10.0.0.1,5050,6,0,0,3,126000000,20,100,0,238839,13621741590,79613.0,0.001895547619047619,4540580530.0,108.10906023809524,0
1679206291.160599,1,10.0.0.1010.0.0.1501,10.0.0.1,0,10.0.0.15,0,1,0,8,84,260000000,20,100,0,83,8134,0.9880952380952381,3.192307692307692e-07,96.83333333333333,3.1284615384615384e-05,0
1679206291.160599,1,10.0.0.1010.0.0.201,10.0.0.1,0,10.0.0.2,0,1,0,0,64,42000000,20,100,0,63,6174,0.984375,1.5e-06,96.46875,0.000147,0
1679206291.160599,1,10.0.0.1505010.0.0.4368986,10.0.0.1,5050,10.0.0.4,36898,6,0,0,23,407000000,20,100,0,231464,15277232,10063.652173913044,0.0005687076167076167,664227.4782608695,0.037536196560196564,0
1679206291.160599,1,10.0.0.18010.0.0.4390366,10.0.0.1,80,10.0.0.4,39036,6,0,0,3,308000000,20,100,0,1216,60290906,405.3333333333333,3.948051948051948e-06,20096968.666666668,0.1957496948051948,0
1679206291.160599,1,10.0.0.18010.0.0.4390346,10.0.0.1,80,10.0.0.4,39034,6,0,0,3,316000000,20,100,0,11,1046,3.6666666666666665,3.481012658227848e-08,348.6666666666667,3.310126582278481e-06,0
1679206291.160599,1,10.0.0.1505110.0.0.44243517,10.0.0.1,5051,10.0.0.4,42435,17,0,0,3,343000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1679206291.160599,1,10.0.0.1505010.0.0.9422926,10.0.0.1,5050,10.0.0.9,42292,6,0,0,3,124000000,20,100,0,50834,3356056,16944.666666666668,0.0004099516129032258,1118685.3333333333,0.027064967741935484,0
1679206291.160599,1,10.0.0.15505010.0.0.1422921,10.0.0.15,5050,10.0.0.1,42292,1,0,0,84,254000000,20,100,0,83,8134,0.9880952380952381,3.2677165354330707e-07,96.83333333333333,3.202362204724409e-05,0
1679206291.160599,1,10.0.0.2505010.0.0.1422921,10.0.0.2,5050,10.0.0.1,42292,1,0,8,64,44000000,20,100,0,63,6174,0.984375,1.4318181818181817e-06,96.46875,0.00014031818181818183,0
1679206291.160599,1,10.0.0.43903610.0.0.1806,10.0.0.4,39036,10.0.0.1,80,6,0,8,3,309000000,20,100,0,398,26382,132.66666666666666,1.2880258899676375e-06,8794.0,8.537864077669903e-05,0
1679206291.160599,1,10.0.0.43903410.0.0.1806,10.0.0.4,39034,10.0.0.1,80,6,0,8,3,318000000,20,100,0,11,842,3.6666666666666665,3.459119496855346e-08,280.6666666666667,2.6477987421383647e-06,0
1679206291.160599,1,10.0.0.43689810.0.0.150506,10.0.0.4,36898,10.0.0.1,5050,6,0,8,23,408000000,20,100,0,1092262,62795830204,47489.65217391304,0.0026771127450980394,2730253487.130435,153.91134853921568,0
1679206291.160599,1,10.0.0.44243510.0.0.1505117,10.0.0.4,42435,10.0.0.1,5051,17,0,8,13,374000000,20,100,0,893,1350216,68.6923076923077,2.3877005347593583e-06,103862.76923076923,0.0036102032085561495,0
1679206291.160599,1,10.0.0.94229210.0.0.150506,10.0.0.9,42292,10.0.0.1,5050,6,0,8,3,125000000,20,100,0,238839,13621741590,79613.0,0.001910712,4540580530.0,108.97393272,0
1679206291.161017,5,10.0.0.1010.0.0.1501,10.0.0.1,0,10.0.0.15,0,1,0,8,84,257000000,20,100,0,83,8134,0.9880952380952381,3.2295719844357975e-07,96.83333333333333,3.164980544747082e-05,0
1679206291.161017,5,10.0.0.13010.0.0.901,10.0.0.13,0,10.0.0.9,0,1,0,0,3,125000000,20,100,0,2,196,0.6666666666666666,1.6e-08,65.33333333333333,1.568e-06,0
1679206291.161017,5,10.0.0.15010.0.0.101,10.0.0.15,0,10.0.0.1,0,1,0,0,84,256000000,20,100,0,83,8134,0.9880952380952381,3.2421875e-07,96.83333333333333,3.17734375e-05,0
1679206291.161017,5,10.0.0.9010.0.0.1301,10.0.0.9,0,10.0.0.13,0,1,0,8,3,126000000,20,100,0,2,196,0.6666666666666666,1.5873015873015872e-08,65.33333333333333,1.5555555555555556e-06,0
1679206301.155756,3,10.0.0.1010.0.0.1501,10.0.0.1,0,10.0.0.15,0,1,0,8,94,260000000,20,100,0,93,9114,0.9893617021276596,3.576923076923077e-07,96.95744680851064,3.505384615384615e-05,0
1679206301.155756,3,10.0.0.1505010.0.0.9422926,10.0.0.1,5050,10.0.0.9,42292,6,0,8,13,123000000,20,100,0,222833,14707990,17141.0,0.001811650406504065,1131383.8461538462,0.11957715447154471,0
1679206301.155756,3,10.0.0.12505010.0.0.8422921,10.0.0.12,5050,10.0.0.8,42292,1,0,0,53,766000000,20,100,0,52,5096,0.9811320754716981,6.788511749347258e-08,96.15094339622641,6.652741514360314e-06,0
1679206301.155756,3,10.0.0.13505010.0.0.9422921,10.0.0.13,5050,10.0.0.9,42292,1,0,0,13,124000000,20,100,0,12,1176,0.9230769230769231,9.677419354838709e-08,90.46153846153847,9.483870967741936e-06,0
1679206301.155756,3,10.0.0.15505010.0.0.1422921,10.0.0.15,5050,10.0.0.1,42292,1,0,0,94,256000000,20,100,0,93,9114,0.9893617021276596,3.6328125e-07,96.95744680851064,3.56015625e-05,0
1679206301.155756,3,10.0.0.4505010.0.0.8422921,10.0.0.4,5050,10.0.0.8,42292,1,0,8,33,409000000,20,100,0,32,3136,0.9696969696969697,7.8239608801956e-08,95.03030303030303,7.667481662591688e-06,0
1679206301.155756,3,10.0.0.8505010.0.0.12422921,10.0.0.8,5050,10.0.0.12,42292,1,0,8,53,769000000,20,100,0,52,5096,0.9811320754716981,6.762028608582574e-08,96.15094339622641,6.626788036410924e-06,0
1679206301.155756,3,10.0.0.8505010.0.0.4422921,10.0.0.8,5050,10.0.0.4,42292,1,0,0,33,408000000,20,100,0,32,3136,0.9696969696969697,7.843137254901961e-08,95.03030303030303,7.686274509803922e-06,0
1679206301.155756,3,10.0.0.94229210.0.0.150506,10.0.0.9,42292,10.0.0.1,5050,6,0,0,13,128000000,20,100,0,1066988,61376383808,82076.0,0.00833584375,4721260292.923077,479.5029985,0
1679206301.155756,3,10.0.0.93283610.0.0.1505117,10.0.0.9,32836,10.0.0.1,5051,17,0,0,3,78000000,20,100,0,205,309960,68.33333333333333,2.628205128205128e-06,103320.0,0.003973846153846154,0
1679206301.155756,3,10.0.0.93283610.0.0.1350511,10.0.0.9,32836,10.0.0.13,5051,1,0,8,13,141000000,20,100,0,12,1176,0.9230769230769231,8.51063829787234e-08,90.46153846153847,8.340425531914894e-06,0
1679206301.156142,5,10.0.0.1010.0.0.1501,10.0.0.1,0,10.0.0.15,0,1,0,8,94,258000000,20,100,0,93,9114,0.9893617021276596,3.604651162790698e-07,96.95744680851064,3.5325581395348834e-05,0
